[nan nan nan nan]
[       nan 0.98199333 0.71166028 1.1287642 ]
[        nan -0.8242254  -0.73604819 -0.83620918]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.67145375 -1.56386021 -1.6334987 ]
[       nan 1.52277738 1.48171797 1.44265772]
[       nan 2.0599562  2.4404398  1.59960447]
[        nan -1.00448675 -1.02481982 -0.91468256]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.98920378 1.29305384 0.66734074]
[        nan -0.55383338 -0.44727655 -0.59765011]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.57185951 -0.37027078 -0.69181816]
[       nan 2.06356143 2.25177567 1.75655123]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 3.29294384 1.59337634 4.43406288]
[        nan -1.08740697 -0.92471232 -1.14068588]
[        nan -0.5033602  -0.30096559 -0.6321784 ]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -1.09461743 -1.02481982 -1.07162931]
[       nan 0.3510786  0.51914586 0.18708367]
[       nan 0.44120928 0.51914586 0.34403043]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.00448675 -1.21733425 -0.7577358 ]
[        nan -0.89993517 -0.72064703 -0.97746126]
[        nan -0.32309885 -0.12385232 -0.4626759 ]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.9057935  -1.98739194 -1.69941633]
[       nan 3.29294384 1.59337634 4.43406288]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.7116013  0.9041747  0.50097718]
[        nan -0.64396405 -0.8323054  -0.44384229]
[       nan 0.55297131 0.83101922 0.28752959]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.72553215 -1.98739194 -1.38552282]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -2.08605485 -2.37242079 -1.69941633]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -0.69804246 -0.56278521 -0.75459686]
[       nan 0.85220515 1.14289259 0.55433908]
[        nan  0.2573427  -0.0622477   0.49783825]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -0.91435608 -0.8323054  -0.91468256]
[        nan -0.95040835 -0.77455107 -1.02140635]
[        nan -0.34833544 -0.1315529  -0.49720419]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 3.29294384 1.59337634 4.43406288]
[        nan -1.94184577 -1.84108098 -1.87833564]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -0.01304933  0.13026672 -0.12994878]
[        nan -1.09461743 -1.02481982 -1.06849038]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 0.7116013  0.9041747  0.50097718]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 2.0996137  2.48279298 1.63413276]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.34473021 -0.13925347 -0.48778738]
[        nan -0.55383338 -0.46652799 -0.58509437]
[        nan -0.31949362 -0.10460088 -0.4720927 ]
[        nan -1.68947988 -1.60236309 -1.6334987 ]
[       nan 1.34251603 1.48171797 1.1287642 ]
[        nan -1.24603696 -1.09027473 -1.27879903]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 1.96982553 2.24792538 1.59960447]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.64396405 -0.63979098 -0.60078904]
[       nan 0.34386815 0.58845105 0.12116603]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 1.072124   1.28920355 0.81487069]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.85581038 1.15059316 0.55120014]
[        nan -0.86027767 -0.70139559 -0.9272383 ]
[        nan -0.64396405 -0.63979098 -0.60078904]
[        nan -0.28344135 -0.44727655 -0.12994878]
[       nan 1.88330008 1.86674682 1.75655123]
[       nan 0.56378699 0.8387198  0.2969464 ]
[       nan 1.09736059 1.40856249 0.7615088 ]
[       nan 1.16225468 1.09668913 1.1287642 ]
[        nan -0.79538359 -0.63979098 -0.86445959]
[        nan -1.72553215 -1.60236309 -1.6962774 ]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.86027767 -0.6975453  -0.9272383 ]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 1.76432759 1.35080817 1.96999881]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -0.10318    -0.0622477  -0.12994878]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 2.42408413 2.63680452 2.07044474]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -0.2365734  -0.0622477  -0.36222998]
[        nan -0.34473021 -0.1315529  -0.49406525]
[        nan -1.09461743 -1.02481982 -1.06849038]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.91435608 -0.8323054  -0.91154362]
[       nan 1.88330008 1.86674682 1.75655123]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 2.07437711 2.45199067 1.61216021]
[        nan -0.82783063 -0.64364126 -0.91468256]
[        nan -1.5452708  -1.60236309 -1.38552282]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.01304933  0.13026672 -0.12994878]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -0.83143586 -0.64749155 -0.91782149]
[        nan -0.55383338 -0.35486963 -0.67612349]
[        nan -0.37357203 -0.25476213 -0.44384229]
[       nan 0.50970859 0.78481576 0.24986237]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -0.10318     0.13026672 -0.2837566 ]
[       nan 2.00948302 2.38268548 1.55565938]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -1.72553215 -1.98739194 -1.38552282]
[        nan  0.2573427  -0.0622477   0.49783825]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -0.57546474 -0.95551463 -0.22411683]
[       nan 0.62147063 0.32663143 0.81487069]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan -0.28344135 -0.44727655 -0.12994878]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -0.52859679 -0.32791761 -0.65101201]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 2.06356143 2.25177567 1.75655123]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 1.06851877 1.28535326 0.81487069]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -0.01304933  0.13026672 -0.12994878]
[       nan 0.98920378 1.29305384 0.66734074]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -0.38078248 -0.23936097 -0.46581483]
[        nan  0.0842918   0.33048172 -0.12053197]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -1.72553215 -1.98739194 -1.38552282]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 1.88330008 1.86674682 1.75655123]
[        nan  0.12034407  0.3689846  -0.08914262]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -1.36500945 -1.40984867 -1.22543713]
[        nan -0.8242254  -0.67829386 -0.88015427]
[        nan -0.74130518 -0.56278521 -0.83307024]
[        nan -1.72553215 -1.98739194 -1.38552282]
[        nan -0.19331068 -0.0622477  -0.2837566 ]
[       nan 1.16225468 1.09668913 1.1287642 ]
[        nan  0.14558066  0.39208634 -0.06403114]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[        nan -0.91435608 -1.02481982 -0.7577358 ]
[       nan 1.52277738 1.09668913 1.75655123]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 0.88825742 1.09283884 0.65792394]
[        nan -1.76879488 -1.69862031 -1.6962774 ]
[        nan -1.63540148 -1.60236309 -1.53933064]
[        nan -0.73409473 -0.56278521 -0.81737557]
[        nan -0.38438771 -0.17390607 -0.52859354]
[       nan 0.87023129 1.16984461 0.56375588]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -1.72553215 -1.60236309 -1.6962774 ]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan -0.43846611 -0.2316604  -0.57567756]
[       nan 0.17081725 0.32663143 0.03013691]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -0.35915112 -0.14310376 -0.50662099]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[       nan 0.98920378 1.29305384 0.66734074]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.6178654  0.85412095 0.37855871]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.41322952 -0.22395982 -0.53801034]
[        nan -0.52138633 -0.31636674 -0.64787307]
[       nan 0.26094793 0.42288864 0.10861029]
[       nan 0.89186265 1.09668913 0.65792394]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.4637027  -0.35101934 -0.52231567]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan  0.0842918   0.33048172 -0.12053197]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan -1.1847481  -1.02481982 -1.22543713]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 0.79812675 1.09283884 0.50097718]
[       nan 3.29294384 1.59337634 4.43406288]
[       nan 0.46644587 0.70010941 0.24044557]
[        nan -0.770147   -0.58203665 -0.86445959]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan  0.0842918   0.33048172 -0.12053197]
[        nan -0.60791178 -0.40877367 -0.72320751]
[        nan -0.33391453 -0.14310376 -0.46581483]
[        nan -1.27487878 -1.21733425 -1.22857607]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -1.01890766 -0.85155684 -1.08104612]
[        nan -1.36500945 -1.21733425 -1.38238389]
[       nan 0.25013224 0.48064297 0.04269265]
[        nan -0.72327905 -0.5319829  -0.82365344]
[        nan -1.08019652 -0.92856261 -1.12185227]
[        nan -1.08019652 -0.91316146 -1.13440801]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.65391767 0.78481576 0.50097718]
[       nan 0.71881176 0.99658163 0.43819848]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -1.63540148 -1.60236309 -1.53933064]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.0513547  -0.89391001 -1.10301866]
[        nan -2.08605485 -1.98739194 -2.01017091]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 1.16225468 1.09668913 1.1287642 ]
[        nan  0.12755453  0.37668518 -0.08286475]
[        nan -1.13788015 -1.02481982 -1.14696375]
[        nan -1.72553215 -1.98739194 -1.38552282]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.19605384 0.39978691 0.01758117]
[        nan -1.1847481  -1.02481982 -1.22543713]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.92430969 1.22374865 0.61083991]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -1.11264356 -0.94781405 -1.16265843]
[       nan 0.5241295  0.70010941 0.34403043]
[        nan -1.10182788 -0.94396377 -1.15010269]
[        nan -0.10318     0.13026672 -0.2837566 ]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.12706447 -0.9670655  -1.17207524]
[       nan 0.57460268 0.8040672  0.34403043]
[        nan -0.28344135 -0.44727655 -0.12994878]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.89186265 1.09668913 0.65792394]
[        nan -0.55383338 -0.44727655 -0.59765011]
[       nan 0.59262881 0.86182153 0.32833575]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.53580724 -0.3317679  -0.66042881]
[        nan -1.42629831 -1.3328429  -1.39807856]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.78010061 1.06973711 0.48528251]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.64396405 -0.8323054  -0.44384229]
[        nan -0.4637027  -0.25476213 -0.59765011]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.4637027  -0.35101934 -0.52231567]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -1.5452708  -1.50610588 -1.4639962 ]
[        nan -1.36500945 -1.40984867 -1.22857607]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.63540148 -1.60236309 -1.54246958]
[       nan 1.70303873 1.86674682 1.44265772]
[       nan 0.83778425 1.13519201 0.53550547]
[       nan 1.34251603 1.48171797 1.1287642 ]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -1.5452708  -1.60236309 -1.38552282]
[        nan -0.55383338 -0.63979098 -0.44384229]
[        nan -0.37357203 -0.25476213 -0.44384229]
[        nan -1.5452708  -1.60236309 -1.38552282]
[       nan 1.16225468 1.09668913 1.1287642 ]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.05856516 -0.94781405 -1.06849038]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 0.4303936  0.70010941 0.1808058 ]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.13788015 -0.97861636 -1.18463098]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[       nan 0.98199333 1.19294634 0.73639731]
[        nan -1.5452708  -1.60236309 -1.38552282]
[        nan -0.93238221 -0.75914992 -1.00571167]
[        nan -1.49840285 -1.40984867 -1.46085727]
[        nan -0.32309885 -0.10845117 -0.47523164]
[       nan 0.93152015 1.22374865 0.62653459]
[        nan -1.5452708  -1.60236309 -1.38552282]
[       nan 0.90628356 1.20834749 0.59514523]
[        nan -1.9057935  -1.89113473 -1.77788971]
[        nan -1.5452708  -1.60236309 -1.38552282]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -1.72553215 -1.60236309 -1.6962774 ]
[       nan 0.70799607 0.90032441 0.50097718]
[        nan -1.72553215 -1.79487752 -1.54246958]
[       nan 0.89186265 1.09668913 0.65792394]
[        nan -0.17167931  0.05711124 -0.34339636]
[        nan -0.35915112 -0.14695405 -0.50662099]
[       nan 3.09826158 3.54932288 2.50361778]
[        nan -0.60791178 -0.40877367 -0.72320751]
[        nan -0.63314837 -0.43572569 -0.74518006]
[       nan 0.84138947 1.1390423  0.5386444 ]
[       nan 0.95675674 1.26225153 0.63909033]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.44928179 -0.23936097 -0.58509437]
[        nan -1.72553215 -1.98739194 -1.38552282]
[       nan 0.79812675 1.09283884 0.50097718]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.53855041 0.77326489 0.3063632 ]
[       nan 1.88330008 1.86674682 1.75655123]
[        nan -0.8242254  -0.67829386 -0.88015427]
[        nan -0.770147   -0.60128809 -0.84876492]
[        nan -0.19331068 -0.0622477  -0.2837566 ]
[        nan -1.81566283 -1.71787175 -1.7590561 ]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.65342761 -1.52535732 -1.6334987 ]
[       nan 0.85581038 1.15444345 0.55120014]
[       nan 0.52773472 0.70780999 0.34403043]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 1.01083514 1.31615557 0.68617435]
[        nan -1.5452708  -1.60236309 -1.38552282]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.41236746 0.68085797 0.16511112]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.21854727  0.00705749 -0.38420252]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[       nan 1.88330008 1.86674682 1.75655123]
[       nan 0.47365632 0.71551057 0.24044557]
[        nan -0.76293654 -0.57818636 -0.85818172]
[       nan 0.81254766 1.10823999 0.51353292]
[        nan -1.45514013 -1.40984867 -1.38552282]
[       nan 0.81254766 1.08513826 0.5292276 ]
[        nan -0.44928179 -0.23936097 -0.58509437]
[       nan 0.50610336 0.77711518 0.24672344]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.64396405 -0.63979098 -0.60078904]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.6178654  0.85797124 0.37855871]
[        nan -1.53084989 -1.40984867 -1.5173581 ]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.36549951 0.62310364 0.1274439 ]
[       nan 0.97117765 1.2738024  0.654785  ]
[       nan 0.98199333 1.19294634 0.73639731]
[       nan 1.88330008 1.86674682 1.75655123]
[        nan -1.27487878 -1.21733425 -1.22543713]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.19331068 -0.0622477  -0.2837566 ]
[        nan -1.72553215 -1.98739194 -1.38552282]
[       nan 3.29294384 1.59337634 4.43406288]
[        nan -1.00448675 -1.21733425 -0.7577358 ]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.80173198 0.9041747  0.65792394]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -0.86027767 -0.67829386 -0.94293297]
[       nan 1.52277738 1.48171797 1.44265772]
[        nan -0.68722678 -0.54353376 -0.75459686]
[       nan 0.89186265 1.09668913 0.65792394]
[       nan 1.5263826  1.84364509 1.15387568]
[       nan 0.52773472 0.8040672  0.26555705]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.93238221 -0.77840136 -0.98687806]
[       nan 0.36549951 0.63080422 0.12430497]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -1.36500945 -1.21733425 -1.38238389]
[        nan  0.10952839  0.35743374 -0.09855943]
[       nan 0.43760405 0.70010941 0.19336154]
[       nan 0.53855041 0.77326489 0.3063632 ]
[        nan -0.70525291 -0.52428232 -0.80168089]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 1.00362469 1.31230528 0.67989648]
[        nan -0.71967382 -0.54353376 -0.8110977 ]
[       nan 1.34251603 1.48171797 1.1287642 ]
[       nan 0.61065495 0.88107297 0.34403043]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -0.55383338 -0.35486963 -0.67298455]
[        nan -0.42043998 -0.20855867 -0.55998289]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.96757242 1.26225153 0.654785  ]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 1.08654491 1.40086192 0.75209199]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -1.49840285 -1.40984867 -1.46085727]
[        nan  0.16721202  0.36128403 -0.00439137]
[       nan 0.89186265 1.09668913 0.65792394]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.19331068 -0.0622477  -0.2837566 ]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -1.47316626 -1.3328429  -1.47655194]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -0.81340972 -0.67829386 -0.86445959]
[        nan -0.31228317 -0.09305001 -0.46581483]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 0.80173198 0.9041747  0.65792394]
[        nan -1.58853353 -1.50610588 -1.53933064]
[        nan -1.20277424 -1.04407127 -1.24113181]
[        nan -0.19331068 -0.0622477  -0.28689553]
[        nan -1.45514013 -1.40984867 -1.38238389]
[       nan 0.76207448 0.90032441 0.59514523]
[        nan -1.5452708  -1.60236309 -1.38552282]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.48037672 -1.40984867 -1.42946791]
[        nan -0.47091316 -0.26631299 -0.60392798]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -0.26541522 -0.0622477  -0.409314  ]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.7116013  0.9041747  0.50097718]
[        nan -0.96843448 -0.80920367 -1.02768422]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.6178654  0.85412095 0.37855871]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.58181313 0.86182153 0.31264107]
[        nan -1.40466695 -1.25968742 -1.41691217]
[        nan -0.690832   -0.50118059 -0.79540302]
[        nan -0.28344135 -0.25476213 -0.28689553]
[        nan -0.19331068 -0.0622477  -0.28689553]
[       nan 0.35468383 0.61925336 0.11488816]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -0.60791178 -0.41262396 -0.72320751]
[       nan 1.31727944 1.62032836 0.97181745]
[        nan  0.2573427  -0.0622477   0.49783825]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.8242254  -0.65904242 -0.89584895]
[       nan 0.76207448 1.05048566 0.46958783]
[       nan 0.53855041 0.77326489 0.3063632 ]
[       nan 2.03832484 2.41733807 1.58077086]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -0.71967382 -0.54353376 -0.8110977 ]
[       nan 1.88330008 1.86674682 1.75655123]
[       nan 0.36189428 0.62695393 0.12116603]
[       nan 1.34251603 1.48171797 1.1287642 ]
[        nan -1.53084989 -1.40984867 -1.5173581 ]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.44120928 0.51914586 0.34403043]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan  0.2573427  -0.0622477   0.49783825]
[        nan  0.2573427  -0.0622477   0.49783825]
[        nan -1.72553215 -1.98739194 -1.38552282]
[        nan -1.72553215 -1.98739194 -1.38552282]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.88190903 -0.71679675 -0.94921084]
[        nan -0.8242254  -0.67829386 -0.88015427]
[       nan 0.98199333 1.28920355 0.66106287]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -1.10903834 -1.02096953 -1.09987973]
[       nan 0.84138947 1.1390423  0.5386444 ]
[        nan -1.72553215 -1.60236309 -1.6962774 ]
[        nan -1.27487878 -1.21733425 -1.22857607]
[        nan -1.09461743 -1.02481982 -1.07162931]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 2.18613915 2.56364903 1.71574507]
[        nan -1.09461743 -0.94781405 -1.13126908]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 1.88330008 1.86674682 1.75655123]
[        nan -0.17167931  0.05711124 -0.34339636]
[       nan 0.85220515 1.1390423  0.55433908]
[       nan 0.83778425 1.13134172 0.53550547]
[       nan 0.17081725 0.32663143 0.03013691]
[       nan 2.78460683 3.02183336 2.38433825]
[       nan 0.66473335 0.94652788 0.38483658]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan -1.9057935  -1.89113473 -1.77788971]
[        nan -1.50921853 -1.37519607 -1.50794129]
[        nan -0.10318    -0.0622477  -0.12994878]
[        nan -0.64756928 -0.45497713 -0.7577358 ]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 2.24382278 2.25177567 2.07044474]
[        nan -1.58853353 -1.50610588 -1.53933064]
[       nan 0.70799607 0.90032441 0.50097718]
[       nan 0.25013224 0.48064297 0.04269265]
[       nan 0.83417902 1.12749143 0.53236653]
[       nan 4.6629301  4.55809846 4.40581246]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.55297131 0.83101922 0.28752959]
[        nan  0.05905521  0.29967941 -0.14250452]
[        nan -0.01304933  0.13026672 -0.12994878]
[       nan 1.88330008 1.57797519 1.99197136]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.89993517 -0.72064703 -0.97746126]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.60791178 -0.46652799 -0.67612349]
[        nan -1.02251289 -0.85540713 -1.08418505]
[        nan -0.37357203 -0.25476213 -0.44070335]
[        nan -0.37357203 -0.25476213 -0.44384229]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.72688427 -0.66674299 -0.72320751]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.8242254  -0.73604819 -0.83620918]
[       nan 1.88330008 1.86674682 1.75655123]
[       nan 0.84138947 1.1390423  0.5386444 ]
[       nan 1.52277738 1.48171797 1.44265772]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -0.10318    -0.0622477  -0.12994878]
[        nan -0.73409473 -0.73604819 -0.67926242]
[        nan -0.5430177  -0.33946847 -0.66670668]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan  0.11673885  0.36128403 -0.09228156]
[       nan 0.26815838 0.52684643 0.03955372]
[        nan -0.8242254  -0.67829386 -0.88015427]
[        nan -0.75212086 -0.56278521 -0.84876492]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 1.70303873 1.86674682 1.44265772]
[       nan 1.56243487 1.90909999 1.16643143]
[       nan 0.36189428 0.62695393 0.12116603]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -2.2663162  -2.37242079 -2.01330985]
[       nan 1.75351191 2.10931499 1.33279499]
